id,word,words,letter,pos_en,pos_ms,morph,definition_en,definition_ms,example_semai,example_en,example_ms
gf6cfec3c-6273-4907-945a-c8cc9990de84,kerak,kerak,k,,kata nama,,crust; scorched rice,kerak; lapisan kering yang keras dan melekat pada sesuatu benda; sisa nasi di bahagian bawah sekali di dalam periuk yang melekat dan agak keras,Kerak canak ajeh sedap icaknak medei ha rangup.,The rice crust is delicious to eat because it is crunchy.,Kerak nasi sedap dimakan kerana ianya ranggup.
g6eb2bbbd-ac78-4f51-bbd9-bb0e789280c9,kerakdik,kerakdik,k,,kata kerja,,to sit still; to keep quiet; to be silent,mendiamkan diri; berdiam,Wah Siti kikerakdik taleh bile biles ya iamek.,Wah Siti just kept quiet when scolded by her mother.,Wah Siti hanya mendiamkan diri sahaja apabila dimarahi oleh ibunya.
g6eb2bbbd-ac78-4f51-bbd9-bb0e789280c9,kerakdik,kerakdik,k,,kata kerja,,to take a rest; to stay still for rest,berehat,Adif kikerakdik ku kerop keneng legos telas dij kicah ilaman deg.,Adif is resting under a rambutan tree after mowing his yard.,Adif berehat di bawah pokok rambutan selepas habis menebas halaman rumahnya.
g907a8bd9-ac7a-43b9-9ea7-91cc22d02b70,kerakjak,kerakjak,k,,kata kerja,,to work; to do some work,bekerja; melakukan sesuatu perkerjaan,Bah Man pek kiet kerakjak arik adeh medei ha manik.,Bah Man did not go to work today due to the rain.,Bah Man tidak pergi ke kerja pada hari ini kerana hujan.
gcc9877f9-6be4-4e02-8092-e7a5be3241b4,kerakmik,kerakmik,k,,kata kerja,,to be happy,merasa gembira; riang,Wak Sali kikerakmik bile kikep kenon pai.,Wak Sali is happy because she has a newborn child.,Wak Sali merasa gembira kerana dia mendapat anak yang baharu.
g5ee8007d-d2f4-489a-bc96-eceef73e31d0,keral,keral,k,,kata nama,,man; male,lelaki,Bah Sam ru Wak Mayeh mong numom kenon keral ru nik mom kenon kerdor.,Bah Sam and Wak Mayeh have one son and three daughters.,Bah Sam dan Wak Mayeh mempunyai seorang anak lelaki dan tiga orang nak perempuan.
gbb13a0b1-6877-462d-90ee-2abaceb854a1,keramlap-lap,keramlap-lap,k,,kata sifat,,completely dark; pitch-black,gelap-gelita,Deg jik kelemnek keramlap-lap mendei walah pek belektrik.,Yesterday night our house was completely dark because there was no electricity.,Rumah kami semalam gelap-gelita kerana tiada bekalan eletrik.
g9c690289-21ef-4186-bed8-225983d760b3,kerana,kerana,k,,kata hubung,,because; for the reason that ,kerana; sebab; punca sesuatu perkara,Sanget ajeh kijap kerana kiyog.,The child cried because he had fallen down.,Kanak-kanak itu menangis kerana terjatuh.
g28270ed6-e8b5-43ff-9e45-ca253496d220,kerandog,kerandog,k,,kata nama,,armpit,ketiak,Kerandog Bah Jali kias medei bikap ya gertek.,Bah Jali's armpits were swollen because he had been bitten by a tick.,Ketiak Bah Jali membengkak kerana digigit oleh sengkenit.
g1965677c-7b48-4120-a051-a5cd2822a83f,kerani,kerani,k,,kata nama,,clerk; writer,kerani,Kenon eng kikerakjak sebegei kerani ku kedei hardware.,My son works as a clerk in a hardware shop.,Anak saya bekerja sebagai kerani di kedai hardware.
gdf4cb968-173c-4bc3-85b7-a71df5cb9331,keras,keras,k,,kata sifat,,hard,keras,"""Beleg de ya sot ajeh ihad keras, pek lalu ngha-kap!"" ajok kipasal nu amek.","""The dried betel nut is so hard, I'm not able to bite it!"" grandmother said to my mother.","""Pinang kering tersebut sangat keras, tidak mampu untuk saya menggigitnya!"" nenek berkata kepada ibu."
gbb74f51c-a2b6-4cda-ab35-c5d725e14089,kerat,kerat,k,,kata kerja,,to cut into pieces or slices,mengerat,Sej kambeg ajeh bikerat ju yoj tahap.,The mutton was sliced into pieces with a sharp knife.,Daging kambing itu dikerat dengan pisau tajam.
gd95ffd20-b859-48fc-98e5-349754fea44c,keratil,keratil,k,,kata kerja,,to disturb,ganggu; mengganggu,Kenon pog ajeh naijap cemernyap medei bikeratil ya kelag.,The chicks cheeped because they were disturbed by an eagle.,Anak-anak ayam itu menciap-ciap kerana diganggu burung helang.
g1896df62-da4a-411b-9c78-1016a14e19b5,kerbar,kerbar,k,,kata nama,,twin,kembar,"Kerbar adeh mong nar jenis, kerbar de seiras ru kerbar de pek seiras.","There are two types of twins, namely identical twins and non-identical twins.","Terdapat dua jenis kembar, iaitu kembar seiras dan kembar tidak seiras."
g3c038071-d90f-41dd-a7ab-cb9c51c0879c,kerbau,kerbau,k,,kata nama,,water buffalo,kerbau,Apak eng mong kibela kerbau ru lembu.,My father raises water buffaloes and cows.,Bapa saya ada menternak kerbau dan lembu.
ga4d265f3-3ae0-4719-87f5-3cd4403bda27,kerdang,kerdang,k,,kata seru,,sound of a glass object colliding,bunyi sesuatu kaca berlanggar,"""Kerdang!"" engrok kulek kiyog.","""Clink!"" sounds the cup falling.","""Klink!"" bunyi cawan jatuh."
g982ed3e1-1f78-4cc0-8f56-36a23a934dd7,kerdei,kerdei,k,,kata kerja,,to pretend not to know; to fake ignorance,berpura-pura tidak tahu,"Bah Pali kikerdei bile iamek kitanya itenek nu belok, padehal ilei kipanei.","Bah Pali pretended not to know when his mother asked where his brother was, even though he knew.","Bah Pali berpura-pura tidak tahu ketika ibunya bertanya abangnya ke mana, padahal dia tahu."
g3a20ae38-4e0a-4ab8-9863-5a6d6aef39a4,kerdik,kerdik,k,,kata kerja,,to keep secret; to hide something from others' knowledge; to keep quiet,merahsiakan; menyembunyikan sesuatu dari pengetahuan orang lain; mendiamkan diri; tidak melakukan sesuatu; berdiam diri,"Hamapen isinui hajap, Bah Man lekat kikerdik ikeadaan ajeh ju mai.","Although he was poor, Bah Man still kept his condition a secret. ","Walaupun hidupnya miskin, Bah Masih masih merahsiakan keadaannya tersebut dari pengetahuan orang."
g13960a61-9fc6-4e3d-9b0d-aabcdf1d1224,kerdor,kerdor,k,,kata nama,,woman; female,perempuan,"Wak Nina pai kiperikyos, ikenon kerdor.","Wak Nina just gave birth, her child is a girl.","Wak Nina baru bersalin, anaknya perempuan."
g4a4cdd36-2d20-4223-9719-273690471f44,kereg,kereg / 1,k,,kata nama,,fever,demam,"Sanget ajeh ya nik arik pek kiet nu sekulah, medei kikereg.","The child has not been to school for three days, because he has a fever.","Kanak-kanak tersebut sudah tiga hari tidak ke sekolah, kerana dia demam."
g675a324c-61b1-4008-a960-a3404ff35358,kereg,kereg / 2,k,,kata nama,,cockle; shellfish,kerang,Eng gemar cak kereg.,I like to eat shellfish.,Saya suka memakan kerang.
g93268b75-d44c-47a6-ad40-4027bff8eea9,kereh,kereh,k,,kata sifat,,muddy,keruh,Teu batag arik ajeh kijadi kereh medei ya manik de ihad lembat.,The river became muddy due to the heavy rain. ,Air sungai itu menjadi keruh kerana hujan yang turun dengan lebatnya.
g8df5362c-5e4d-414a-a5e8-65fa83d70049,kerek,kerek,k,,kata kerja,,to wonder; to be surprised,hairan,Amek eng kikerek bile kineng apak jik ya liu pek kinyuk rukok.,Mother was surprised when she saw my father had not smoked for a long time.,Ibu hairan bila melihat ayah sudah lama tidak merokok.
g0475a95d-4e93-4c62-9eac-f195304377a0,kerekbag,kerekbag,k,,kata nama,,butterfly,rama-rama,Krekbag de kidep ku bunga ajeh bor iragi.,The butterflies that perch on the flowers are beautiful in colour.,Rama-rama yang hinggap pada bunga itu cantik warnanya.
g1e032939-bedc-4d5f-91d4-91767c0a8269,,,k,,,,,,,,
g1d257ff6-e2a3-4939-bb81-94e2d39b6488,,,k,,,,,,,,
ge6f44eb7-5d73-4bb4-918b-209c8233b3c8,kerem,kerem,k,,kata nama,,carrom; a type of game originated from India that uses a rectangular board and small disks,sejenis permainan yang berasal dari India yang menggunakan papan segi empat dan beberapa cakera kecil,Mai sanget naigemar bemain kerem.,Kids love to play carrom.,Kanak-kanak suka bermain karom.
g937862cc-da6e-45e0-92c6-32236a3d868b,kerembug,kerembug,k,,kata kerja,,to pretend to know,berlagak tahu,"Bah Jali ajeh nekrembug isengoi, ma taleh kiurok kipanei bahbeh padehal langsong pek kipanei ma-ma.","Bah Jali is a person who pretends to know, he says he knows everything but the truth is that he does not know anything at all.","Bah Jali itu orangnya yang berlagak tahu, apa sahaja dia katakan dia tahu sedangkan dia langsung tidak mengetahui apa-apa."
gf1c8e3cf-40dc-450c-8a6c-e6c6b9fb61eb,keremmik,keremmik,k,,kata nama,,happiness,kegembiraan,,,
g887c3505-7fd7-4e0c-82ea-e317dd0cad4e,,,k,,,,,,,,
gdec45846-c80b-44ee-8274-0dd7cba304a9,kerenjak,kerenjak,k,,kata nama,,job; employment; occupation,pekerjaan,,,
gf3d7b05d-618e-40e6-9bdb-36c47cbd957b,kerentik,kerentik,k,,kata nama,,bottom; down,bawah,Sanget ajeh kilug lei kidakdak kerentik.,The boy laughed until he was lying down.,Budak itu ketawa sampai terbaring di bawah.
g85f5a6ee-ccf9-4c5d-bc3f-9982c29374db,kerep,kerep,k,,kata kerja,,to ambush,hendap,Deg mai nyeknyuk ajeh bikerep ya pulis.,The addict's home was ambushed by the police.,Rumah penagih itu dihendap oleh pihak polis.
g3a8b0a60-5ba2-4d5c-ab95-0d2ffcd43337,kerepek,kerepek,k,,kata nama,,"fried chips of banana, tapioca, sweet potato, etc. for snack","kerepek; gorengan kepingan buah pisang, ubi kayu dll. sebagai makanan ringan",Amek eng kigemar cak kerepek telei.,My mother likes to eat banana chips.,Ibu saya suka memakan kerepek pisang.
g0162955f-7ca1-4075-accc-d757cf72d62d,keretlut,keretlut,k,,kata sifat,,wavy; curly (hair),ikal mayang; beralun,Sog Wak Mayeh keretlut.,Wak Mayeh's hair is curly.,Rambut Wak Mayeh ikal mayang.
gae6c1573-03ec-4d23-aff3-2c93f8cf9f01,kerhag,kerhag,k,,kata kerja,,to clear the throat ,berdeham; mendeham membuat bunyi deham ,Bah Nan kikerhag kaha-perhol kahak ku irungkog.,Bah Nan cleared his throat to remove the sputum from his throat.,Bah Nan berdeham untuk mengeluarkan kahak di kerongkongnya.
g31ae8243-a0eb-43aa-aba7-c90af6245bfc,kerik,kerik,k,,kata nama,,a small sickle used for weeding,keri; alat untuk menebas rumput,"Kot kerik ajeh, eng ngha-jaj rumpot.","Bring the sickle, I want to remove the weeds.","Ambil keri itu, saya mahu menbersihkan rumput."
ga9fe0c0b-2ea7-4bf5-bf73-5d3bd7db9ea6,kerincet,kerincet,k,,kata nama,,safety pin,pin baju,"Butang baju sekulah Bah Cep ya tateg, tepakse kiguna kerincet.",The button on Bah Cep's school uniform has come off; he will be forced to use a safety pin.,"Butang baju sekolah Bah Cep sudah tertanggal, dia terpaksa menggunakan pin baju."
g545dcf5b-3ae7-450c-a0b5-7fbbcbf1b448,kerincut,kerincut,k,,kata sifat,,tangled and imperfect in stitching,kusut dan tidak sempurna dalam jahitan,Serwal de tateg ajeh icenig kerincut.,The torn pants had imperfect seams.,Seluar yang koyak itu jahitannya kusut.
g0abad2be-362f-403f-a81e-d4b2b80acfaa,,,k,,,,,,,,
gb9a1c664-97a6-4f17-b464-d8d488b6a2ff,kerintan,kerintan,k,,kata nama,,fit; having well-developed muscles,sasa; mempunyai otot ,Mai engrak ajeh hamapen ya kiengrak tapi lekat lagi sehat. Iberog hineng kerintan.,"Although he is old, the old man is still healthy.  His body looks fit.",Orang tua itu walaupun sudah tua tapi masih lagi sihat.  Badannya kelihatan sasa.
gf78cb4d1-3c58-4c82-8cc8-a01a9c6abaff,kerinteng,kerinteng,k,,kata sifat,,frizzy,kerinting,"""Sog eng kerinteng, hajap ngha-sikat,"" Wak Geril kiurok nu ikekawat.","""My hair is frizzy, it's hard for me to comb it,"" Wak Geril told her friends.","""Rambut saya kerinting, susah saya mahu sikat,"" Wak Geril memberitahu kawan-kawannya."
gd59983d5-a93d-4022-b012-3b31ae5c7ac5,kerite,kerite,k,,kata nama,,car,kereta,Wak Ija pai kikot kerite jenis Proton Saga.,Wak Ija just bought a Proton Saga brand (car).,Wak Ija baharu membeli kereta jenis Proton Saga.
g73ef01b2-4864-4cbf-aa3a-ccd3c5b2c6a3,kerjak,kerjak / 1,k,,kata nama,,work; job,kerja,Kelemnek Wak Sumi kikek kerjak ku Ipoh.,Yesterday Wak Sumi was looking for a job in Ipoh.,Semalam Wak Sumi mencari kerja di Ipoh.
gec707a92-6750-44bd-8577-174d73625c0f,kerjak,kerjak / 2,k,,kata nama,,ginger,halia,Kerjak de bicet ya Wak Rengyeg ya kicewai.,The ginger planted by Wak Rengyeg have grown.,Halia yang ditanam oleh Wak Rengyeg sudah tumbuh.
g923b203e-9048-45b0-b20c-3c88df528474,kerker,kerker,k,,kata kerja,,to shout; to scream,menjerit,Menang eng kikerker bile kineng cerite nyanik.,My sister screamed while watching the scary movie.,Adik saya menjerit apabila menonton cerita hantu.
g295169ec-40be-42b4-a635-c5419c622f36,kerlag,kerlag,k,,kata kerja,,to block; to obstruct; to hinder,halang; menghalang,Nong jik bikerlag ya jehuk de kol kelem jihnek mase manik lebat.,Our road was blocked by a tree that fell last night during heavy rain.,Jalan kami dihalangi oleh pokok yang tumbang malam tadi semasa hujan lebat.
g0c762d7d-aafd-40fc-83e3-34d90f3a66b2,kerlej,kerlej,k,,kata kerja,,to fold inwardly,melipat ke dalam,Apak eng kikerlej iteg baju medei ha cereg.,My father folded the sleeves of his shirt because they were too long.,Ayah saya melipat lengan bajunya kerana panjang.
ge215267d-a7d7-4338-b672-ca1e6758c8c2,kerling,kerling,k,,kata seru,,a loud metallic sound,bunyi besi berlanggar atau dipukul ,,,
gb1bbd31e-7f15-4059-83f9-377a7dc222b5,kerlip,kerlip,k,,kata kerja,,to tuck the end of a shirt into bottoms,memasukkan bahagian bawah baju ke dalam seluar atau skirt,"Amen hipakei kemeja, hotleh hikerlip nu kateh baruleh hineng kemas.","If we wear a shirt, we have to tuck it in so it will look neat.","Jika kita memakai baju kemeja, kita hendakalah memasukkannya ke dalam baru ianya akan nampak kemas."
g7b5bdeea-be09-4006-8492-16b0dc79f589,kerloh,kerloh,k,,kata kerja,,to dismantle; to remove the engine for repair and reassembly,bongkar; mengeluarkan enjin untuk dibaiki dan dipasang semula,Kerite eng ya ng'anj nu bengkel ru iinjen ya bikerloh.,I have already brought my car to the workshop and the engine has been dismantled.,Saya sudah membawa kereta saya ke bengkel dan enjinnya sudah dibongkar.
gae3c84d5-708e-41e1-898c-7621953dd30d,kerlot,kerlot,k,,kata kerja,,to remove; to take off,tanggalkan,"""Tulog kerlot baju eng nok, teg eng nyik,"" Wak Maya kisemanj tulog nu Wak Sara.","""Please take off my shirt, my hand hurts,"" Wak Maya begged Wak Sara.","""Tolong tanggalkan baju saya, tangan saya sakit,"" Wak Maya meminta tolong kepada Wak Sara."
gde6f882c-c50c-4ac6-aa59-42b3a0e1c004,kermik,kermik,k,,kata kerja,,to beautify; to decorate,memanjakan; menghias,"Ku musem raya hunen, jeoi mai kampug mula naikermek deg liknai.","In the current festive season, most villagers have started decorating the house.","Di musim perayaan sekarang, kebanyakan orang kampung mula menghias rumah."
ga95f443a-597a-4f60-824d-67704d87e444,,,k,,,,,,,,
g11abba51-bbb0-439d-b851-6a4d1a2aad1d,kernyenj,kernyenj,k,,kata kerja,,to strain to push out (when defecating),meneran; menahan nafas sambil menekan (ketika membuang air besar),Menang kisembelet ru kijap medei pek lalu kikernyenj iej.,My younger brother has constipation and cries because he not able to push it out when pooping.,Adik saya mengalami sembelit dan menangis kerana tidak larat meneran ketika membuang air besar.
g0d7e4d25-ba94-42a3-be26-4661950ca5e8,kernyet,kernyet,k,,kata kerja,,to remind,mengingatkan,"""Agek dòh agok sip kernyet eng isi minyak kerite adeh,"" apak kibesat ku amek eng.","""Later do not forget to remind me to refuel this car,"" father asked my mother.","""Nanti jangan lupa mengingatkan saya untuk mengisi minyak kereta ini,"" bapa berpesan kepada ibu saya."
g629fd528-06a1-4cb4-b26c-fd9519ae48fb,kernyim,kernyim,k,,kata kerja,,to smile,senyum,Kerdor ajeh lawa bile kikernyim.,That woman is beautiful when she's smiling.,Perempuan itu cantik bila dia tersenyum.
g9418cfbd-9d1f-4886-86fa-dec3970f9bbe,kerog,kerog,k,,kata kerja,,to shiver; to shake the body because it is cold,menggeletar; menggigil,"Medei ha icuace de had isengij ajeh, Wak Maria kikerog.",Wak Maria shivered because of the very cold weather.,Wak Maria menggigil kerana cuaca yang sangat sejuk.
g9418cfbd-9d1f-4886-86fa-dec3970f9bbe,kerog,kerog,k,,kata kerja,,"to tremble; to shake the body or voice involuntarily, due to anxiety or weakness","menggeletar; menggoncang secara tidak sengaja,  akibat kebimbangan atau kelemahan",,,
g639b5851-bb96-49f8-a120-32e1092df9c7,keromdil,keromdil,k,,kata nama,,absence,ketiadaan,"Deg Bah Seran bimuj ya mai ku keromdil ilei, jeoi iarap de bisij.","Bah Seran's house was broken into by people during his absence, many of his belongings were stolen.","Rumah Bah Seran dimasuki orang ketika ketiadaan dia, banyak barangnya yang dicuri."
g1121735d-6a51-4b36-a2df-ae80284836ca,kerop,kerop,k,,kata nama,,bottom; down,bawah; bahagian bawah,"""Dek barang de hacap ajeh nu kerop nok. Tulog buka pintu ya hek,"" amek kiurok nu Bah Saki.","""Put down the item you are holding now first. Please open the door,"" my mother said to Bah Saki.","""Letak barang yang kamu pegang sekarang ke bawah dahulu. Kamu tolong buka pintu,"" ibu berkata kepada Bah Saki."
gcfad48ba-0efe-4935-82eb-5c2fc1a7a447,kerpug,kerpug,k,,kata kerja,,to surround; to besiege,mengepung,Mai sanget ajeh naikerpug ha keral ajeh kerana kiog cekelat nu mabek sanget.,The children surrounded the man as he gave candy to them.,Para kanak-kanak tersebut mengepung lelaki tersebut kerana dia memberikan gula-gula kepada kanak-kanak.
g6c07d43d-9b57-462b-bfb7-a9451a92bab0,kersoi,kersoi,k,,kata sifat,,dry,kering,Sog Wak Minah kersoi medei toktik kimamuh nij.,Wak Minah's hair is dry because she has not bathed yet.,Rambut Wak Minah kering kerana dia belum lagi mandi.
ga0f46c21-a50c-4012-bbf6-dab76ebeb344,kertas,kertas,k,,kata nama,,paper,kertas,"""Wak Ani, og kertas surat khabar, eng ngha-tod sampah,"" apak kisemanj nu tenek eng.","""Wak Ani, give me a newspaper, I want to burn garbage,"" my father asked my sister.","""Wak Ani, beri kertas surat khabar, saya mahu membakar sampah,"" bapa meminta kepada kakak saya."
gf8830548-4513-4217-b7ce-ff379e790486,kerteg,kerteg,k,,kata seru,,sound of metal on wheels,bunyi besi pada roda,,,
gee42ff8b-80ea-46ad-9377-47979370fcbd,kerteng,kerteng,k,,kata kerja,,to shake vigorously;to flap,kibas,"""Agok kerteng teg ajeh, tok bor beng mai cakcak,"" amek kiurok nu menang eng.","""Do not flap that hand, it is not polite to do so in front of people who are eating,"" my mother said to my sister.","""Jangan kibas tangan tu, tidak sopan berbuat begitu di hadapan orang yang sedang makan,"" ibu berkata kepada adik saya."
ga32457c3-a9a2-4385-8a12-fe5b70618f7f,kerundel,kerundel,k,,kata nama,,absence; omission,ketiadaan,Mai jahat ajeh kimuj madeg kerundel ituan deg de kiet kerakjak.,The bad man broke into the house during the absence of the owner who had gone to work.,Orang jahat itu memasuki rumah semasa ketiadaan tuan rumahnya yang pergi bekerja.
g28a714db-951d-4aab-a4a2-35aea884a1ff,kerwat,kerwat,k,,kata kerja,,to try intensely; to do one's best; to exert effort,berusaha; bersungguh-sungguh,"""Pek mong iguna hikerwat ya hik amen ituan punya langsong pek kipeduli,"" amek kiurok ha itenek de pek kipeduli ha ikenon-kenah.","""There is no point that in exertng our effort if the master of the family does not care about them at all,"" mother said of her brother who did not care about his children and wife","""Tidak ada guna kita berusaha jika tuannya sendiri langsung tidak memperdulikannya,"" ibu berkata tentang abangnya yang tidak memperdulikan anak-anak dan isterinya."
